date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:52:30	24052/24052	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Oct%202021%2002:43:25%20GMT	https://themesflat.com/html/kababi/our-menu.html	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/our-menu.html	(from https://themesflat.com/html/kababi/index.html)
14:52:31	25642/25642	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Oct%202021%2002:43:26%20GMT	https://themesflat.com/html/kababi/our-menu2.html	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/our-menu2.html	(from https://themesflat.com/html/kababi/index.html)
14:52:31	12962/12962	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Oct%202021%2002:43:27%20GMT	https://themesflat.com/html/kababi/reservation.html	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/reservation.html	(from https://themesflat.com/html/kababi/index.html)
14:52:32	16482/16482	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Oct%202021%2002:43:26%20GMT	https://themesflat.com/html/kababi/our-shop.html	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/our-shop.html	(from https://themesflat.com/html/kababi/index.html)
14:52:33	18046/18046	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Oct%202021%2002:43:28%20GMT	https://themesflat.com/html/kababi/shop-details.html	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/shop-details.html	(from https://themesflat.com/html/kababi/index.html)
14:52:33	10556/10556	---MCZ	200	added ('OK')	text/html	date:Tue,%2019%20Oct%202021%2002:43:20%20GMT	https://themesflat.com/html/kababi/contact.html	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/contact.html	(from https://themesflat.com/html/kababi/index.html)
14:52:34	7942/7942	---M--	200	added ('OK')	image/png	etag:%221f06-5ceabb012f5f8%22	https://themesflat.com/html/kababi/assets/img/slider/img_bg2.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/slider/img_bg2.png	(from https://themesflat.com/html/kababi/index.html)
14:52:38	170984/170984	---M--	200	added ('OK')	image/png	etag:%2229be8-5ceababdd028f%22	https://themesflat.com/html/kababi/assets/img/gallery/imgfood1.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/gallery/imgfood1.png	(from https://themesflat.com/html/kababi/index.html)
14:52:40	329488/329488	---M--	200	added ('OK')	image/jpeg	etag:%2250710-5ceabac00c3a1%22	https://themesflat.com/html/kababi/assets/img/gallery/imgfood2.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/gallery/imgfood2.jpg	(from https://themesflat.com/html/kababi/index.html)
14:52:41	109703/109703	---M--	200	added ('OK')	image/png	etag:%221ac87-5ceababfdba39%22	https://themesflat.com/html/kababi/assets/img/gallery/imgfood3.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/gallery/imgfood3.png	(from https://themesflat.com/html/kababi/index.html)
14:52:41	9140/9140	---M--	200	added ('OK')	image/png	etag:%2223b4-5ceaba5e6acbc%22	https://themesflat.com/html/kababi/assets/img/about-us/iconbgabout.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/about-us/iconbgabout.png	(from https://themesflat.com/html/kababi/index.html)
14:52:42	33869/33869	---M--	200	added ('OK')	image/jpeg	etag:%22844d-5ceaba65c4895%22	https://themesflat.com/html/kababi/assets/img/about-us/img_aboutus_home1.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/about-us/img_aboutus_home1.jpg	(from https://themesflat.com/html/kababi/index.html)
14:52:44	215967/215967	---M--	200	added ('OK')	image/jpeg	etag:%2234b9f-5ceabadef5b1b%22	https://themesflat.com/html/kababi/assets/img/our-menu/imgbg-our-menu.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/our-menu/imgbg-our-menu.jpg	(from https://themesflat.com/html/kababi/index.html)
14:52:44	40385/40385	---M--	200	added ('OK')	image/jpeg	etag:%229dc1-5ceabad7978f0%22	https://themesflat.com/html/kababi/assets/img/our-menu/img2bg-our-menu.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/our-menu/img2bg-our-menu.jpg	(from https://themesflat.com/html/kababi/index.html)
14:52:44	59310/59310	---M--	200	added ('OK')	image/jpeg	etag:%22e7ae-5ceabaafe65ae%22	https://themesflat.com/html/kababi/assets/img/gallery/img1gallerybox.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/gallery/img1gallerybox.jpg	(from https://themesflat.com/html/kababi/index.html)
14:52:44	19731/19731	---M--	200	added ('OK')	image/jpeg	etag:%224d13-5ceabab1e7944%22	https://themesflat.com/html/kababi/assets/img/gallery/img2gallerybox.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/gallery/img2gallerybox.jpg	(from https://themesflat.com/html/kababi/index.html)
14:52:45	38333/38333	---M--	200	added ('OK')	image/jpeg	etag:%2295bd-5ceabab36cc52%22	https://themesflat.com/html/kababi/assets/img/gallery/img3gallerybox.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/gallery/img3gallerybox.jpg	(from https://themesflat.com/html/kababi/index.html)
14:52:46	42230/42230	---M--	200	added ('OK')	image/jpeg	etag:%22a4f6-5ceabab74b53b%22	https://themesflat.com/html/kababi/assets/img/gallery/img5gallerybox.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/gallery/img5gallerybox.jpg	(from https://themesflat.com/html/kababi/index.html)
14:52:46	53045/53045	---M--	200	added ('OK')	image/jpeg	etag:%22cf35-5ceabab98e3af%22	https://themesflat.com/html/kababi/assets/img/gallery/img6gallerybox.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/gallery/img6gallerybox.jpg	(from https://themesflat.com/html/kababi/index.html)
14:52:47	72859/72859	---M--	200	added ('OK')	image/jpeg	etag:%2211c9b-5ceabb0c7d281%22	https://themesflat.com/html/kababi/assets/img/team/img1team.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/team/img1team.jpg	(from https://themesflat.com/html/kababi/index.html)
14:52:47	40940/40940	---M--	200	added ('OK')	image/jpeg	etag:%229fec-5ceabab5ef27a%22	https://themesflat.com/html/kababi/assets/img/gallery/img4gallerybox.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/gallery/img4gallerybox.jpg	(from https://themesflat.com/html/kababi/index.html)
14:52:48	60728/60728	---M--	200	added ('OK')	image/jpeg	etag:%22ed38-5ceabb0df0c49%22	https://themesflat.com/html/kababi/assets/img/team/img2team.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/team/img2team.jpg	(from https://themesflat.com/html/kababi/index.html)
14:52:48	64913/64913	---M--	200	added ('OK')	image/jpeg	etag:%22fd91-5ceabb0e1719e%22	https://themesflat.com/html/kababi/assets/img/team/img3team.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/team/img3team.jpg	(from https://themesflat.com/html/kababi/index.html)
14:52:49	60825/60825	---M--	200	added ('OK')	image/jpeg	etag:%22ed99-5ceabb0f8da47%22	https://themesflat.com/html/kababi/assets/img/team/img4team.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/team/img4team.jpg	(from https://themesflat.com/html/kababi/index.html)
14:52:49	29774/29774	---M--	200	added ('OK')	image/png	etag:%22744e-5ceaba8f0f324%22	https://themesflat.com/html/kababi/assets/img/booking/iconbg1.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/booking/iconbg1.png	(from https://themesflat.com/html/kababi/index.html)
14:52:50	12985/12985	---M--	200	added ('OK')	image/png	etag:%2232b9-5ceaba8b99df5%22	https://themesflat.com/html/kababi/assets/img/booking/iconbg2.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/booking/iconbg2.png	(from https://themesflat.com/html/kababi/index.html)
14:52:51	103919/103919	---M--	200	added ('OK')	image/jpeg	etag:%22195ef-5ceaba8d6949b%22	https://themesflat.com/html/kababi/assets/img/booking/img01booking.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/booking/img01booking.jpg	(from https://themesflat.com/html/kababi/index.html)
14:52:52	18157/18157	---M--	200	added ('OK')	image/png	etag:%2246ed-5ceabb16f25ec%22	https://themesflat.com/html/kababi/assets/img/Testimonial/iconbg1.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/Testimonial/iconbg1.png	(from https://themesflat.com/html/kababi/index.html)
14:52:52	51459/51459	---M--	200	added ('OK')	image/png	etag:%22c903-5ceabb173b5fb%22	https://themesflat.com/html/kababi/assets/img/Testimonial/iconbg2.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/Testimonial/iconbg2.png	(from https://themesflat.com/html/kababi/index.html)
14:52:53	46188/46188	---M--	200	added ('OK')	image/jpeg	etag:%22b46c-5ceabb19cab30%22	https://themesflat.com/html/kababi/assets/img/Testimonial/imgtestimonialhome1.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/Testimonial/imgtestimonialhome1.jpg	(from https://themesflat.com/html/kababi/index.html)
14:52:53	118226/118226	---M--	200	added ('OK')	image/jpeg	etag:%221cdd2-5ceaba772bb90%22	https://themesflat.com/html/kababi/assets/img/blog/img1blohhome01.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/blog/img1blohhome01.jpg	(from https://themesflat.com/html/kababi/index.html)
14:52:54	93202/93202	---M--	200	added ('OK')	image/jpeg	etag:%2216c12-5ceaba78be192%22	https://themesflat.com/html/kababi/assets/img/blog/img2blohhome01.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/blog/img2blohhome01.jpg	(from https://themesflat.com/html/kababi/index.html)
14:52:55	92344/92344	---M--	200	added ('OK')	image/jpeg	etag:%22168b8-5ceaba7b32cf6%22	https://themesflat.com/html/kababi/assets/img/blog/img3blohhome01.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/blog/img3blohhome01.jpg	(from https://themesflat.com/html/kababi/index.html)
14:52:55	45922/45922	---M--	200	added ('OK')	image/png	etag:%22b362-5ceaba930204b%22	https://themesflat.com/html/kababi/assets/img/brand/imgbrand1.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/brand/imgbrand1.png	(from https://themesflat.com/html/kababi/index.html)
14:52:56	43551/43551	---M--	200	added ('OK')	image/png	etag:%22aa1f-5ceaba97938b6%22	https://themesflat.com/html/kababi/assets/img/brand/imgbrand2.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/brand/imgbrand2.png	(from https://themesflat.com/html/kababi/index.html)
14:52:56	43654/43654	---M--	200	added ('OK')	image/png	etag:%22aa86-5ceaba9880de3%22	https://themesflat.com/html/kababi/assets/img/brand/imgbrand3.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/brand/imgbrand3.png	(from https://themesflat.com/html/kababi/index.html)
14:52:57	43601/43601	---M--	200	added ('OK')	image/png	etag:%22aa51-5ceaba98e825c%22	https://themesflat.com/html/kababi/assets/img/brand/imgbrand4.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/brand/imgbrand4.png	(from https://themesflat.com/html/kababi/index.html)
14:52:57	43372/43372	---M--	200	added ('OK')	image/png	etag:%22a96c-5ceaba99d20d8%22	https://themesflat.com/html/kababi/assets/img/brand/imgbrand5.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/brand/imgbrand5.png	(from https://themesflat.com/html/kababi/index.html)
14:52:58	42245/42245	---M--	200	added ('OK')	image/png	etag:%22a505-5ceaba9a4c9f0%22	https://themesflat.com/html/kababi/assets/img/brand/imgbrand6.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/brand/imgbrand6.png	(from https://themesflat.com/html/kababi/index.html)
14:53:00	9317/9317	---M--	200	added ('OK')	image/png	etag:%222465-5ceabacc0b453%22	https://themesflat.com/html/kababi/assets/img/logo/logo2.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/logo/logo2.png	(from https://themesflat.com/html/kababi/index.html)
14:53:01	6016/6016	---M--	200	added ('OK')	image/png	etag:%221780-5ceabaab149d7%22	https://themesflat.com/html/kababi/assets/img/footer/iconup@2x.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/footer/iconup@2x.png	(from https://themesflat.com/html/kababi/index.html)
14:53:02	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261c86ae8-4d7%22	https://themesflat.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://themesflat.com/html/kababi/index.html)
14:53:04	89500/89500	---MCZ	200	added ('OK')	application/javascript	etag:W/%2215d9c-5ceaba52c26de%22	https://themesflat.com/html/kababi/assets/js/jquery.min.js	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/js/jquery.min.js	(from https://themesflat.com/html/kababi/index.html)
14:53:04	2649/2649	---MCZ	200	added ('OK')	application/javascript	etag:W/%22107a-5ceaba53c963b%22	https://themesflat.com/html/kababi/assets/js/shortcodes.js	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/js/shortcodes.js	(from https://themesflat.com/html/kababi/index.html)
14:53:06	7338/7338	---MCZ	200	added ('OK')	application/javascript	etag:W/%2235a2-5ceaba524cfd0%22	https://themesflat.com/html/kababi/assets/js/main.js	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/js/main.js	(from https://themesflat.com/html/kababi/index.html)
14:53:07	1323/1323	---MCZ	200	added ('OK')	application/javascript	etag:W/%229c5-5ceaba4fe8641%22	https://themesflat.com/html/kababi/assets/js/countto.js	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/js/countto.js	(from https://themesflat.com/html/kababi/index.html)
14:53:07	21200/21200	---MCZ	200	added ('OK')	application/javascript	etag:W/%2252d0-5ceaba51450d2%22	https://themesflat.com/html/kababi/assets/js/jquery.magnific-popup.min.js	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/js/jquery.magnific-popup.min.js	(from https://themesflat.com/html/kababi/index.html)
14:53:09	21068/21068	---MCZ	200	added ('OK')	application/javascript	etag:W/%22524c-5ceaba51333a4%22	https://themesflat.com/html/kababi/assets/js/jquery-validate.js	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/js/jquery-validate.js	(from https://themesflat.com/html/kababi/index.html)
14:53:09	8415/8415	---MCZ	200	added ('OK')	application/javascript	etag:W/%2220df-5ceaba55e2c91%22	https://themesflat.com/html/kababi/assets/js/wow.min.js	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/js/wow.min.js	(from https://themesflat.com/html/kababi/index.html)
14:53:13	3006/3006	---MCZ	200	added ('OK')	application/javascript	etag:W/%22135a-5ceaba54d3c49%22	https://themesflat.com/html/kababi/assets/js/swiper.js	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/js/swiper.js	(from https://themesflat.com/html/kababi/index.html)
14:53:14	150976/150976	---MCZ	200	added ('OK')	text/css	etag:W/%222ec77-5ceaba166ed35%22	https://themesflat.com/html/kababi/assets/css/bootstrap.css	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/css/bootstrap.css	(from https://themesflat.com/html/kababi/assets/css/style.css)
14:53:14	14010/14010	---MCZ	200	added ('OK')	text/css	etag:W/%2236ba-5ceaba1bd92a6%22	https://themesflat.com/html/kababi/assets/css/swiper-bundle.min.css	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/css/swiper-bundle.min.css	(from https://themesflat.com/html/kababi/assets/css/style.css)
14:53:14	146404/146404	---MCZ	200	added ('OK')	application/javascript	etag:W/%2223be4-5ceaba553b0c2%22	https://themesflat.com/html/kababi/assets/js/swiper-bundle.min.js	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/js/swiper-bundle.min.js	(from https://themesflat.com/html/kababi/index.html)
14:53:15	173597/173597	---MCZ	200	added ('OK')	text/css	etag:W/%2236ebb-5ceaba1875aa5%22	https://themesflat.com/html/kababi/assets/css/font-awesome.css	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/css/font-awesome.css	(from https://themesflat.com/html/kababi/assets/css/style.css)
14:53:15	770/770	---MCZ	200	added ('OK')	text/css	etag:W/%22432-5ceaba18249ab%22	https://themesflat.com/html/kababi/assets/css/kababi-icon.css	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/css/kababi-icon.css	(from https://themesflat.com/html/kababi/assets/css/style.css)
14:53:16	17991/17991	---MCZ	200	added ('OK')	text/css	etag:W/%225fc2-5ceaba1607ca4%22	https://themesflat.com/html/kababi/assets/css/animate.css	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/css/animate.css	(from https://themesflat.com/html/kababi/assets/css/style.css)
14:53:16	970/970	---MCZ	200	added ('OK')	text/css	etag:W/%22496-5ceaba171c2dd-gzip%22	https://themesflat.com/html/kababi/assets/css/flaticon.css	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/css/flaticon.css	(from https://themesflat.com/html/kababi/assets/css/style.css)
14:53:17	6770/6770	---MCZ	200	added ('OK')	text/css	etag:W/%222463-5ceaba19364eb%22	https://themesflat.com/html/kababi/assets/css/magnific-popup.css	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/css/magnific-popup.css	(from https://themesflat.com/html/kababi/assets/css/style.css)
14:53:19	71169/71169	---MCZ	200	added ('OK')	text/css	etag:W/%221610b-5ceaba1ac92be%22	https://themesflat.com/html/kababi/assets/css/shortcodes.css	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/css/shortcodes.css	(from https://themesflat.com/html/kababi/assets/css/style.css)
14:53:20	18834/18834	---MCZ	200	added ('OK')	text/css	etag:W/%226156-5ceaba19c562a%22	https://themesflat.com/html/kababi/assets/css/responsive.css	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/css/responsive.css	(from https://themesflat.com/html/kababi/assets/css/style.css)
14:53:21	18634/18634	---M--	200	added ('OK')	image/png	etag:%2248ca-5ceabae13db98%22	https://themesflat.com/html/kababi/assets/img/page-title/imgbg-header.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/page-title/imgbg-header.png	(from https://themesflat.com/html/kababi/assets/css/style.css)
14:53:22	41829/41829	---M--	200	added ('OK')	image/jpeg	etag:%22a365-5ceabaac6ddb6%22	https://themesflat.com/html/kababi/assets/img/footer/img-ng-footer.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/footer/img-ng-footer.jpg	(from https://themesflat.com/html/kababi/assets/css/style.css)
14:53:23	17287/17287	---M--	200	added ('OK')	image/png	etag:%224387-5ceaba488697d%22	https://themesflat.com/html/kababi/assets/icon/icon.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/icon/icon.png	(from https://themesflat.com/html/kababi/home2.html)
14:53:24	4974/4974	---M--	200	added ('OK')	image/png	etag:%22136e-5ceabacd22d56%22	https://themesflat.com/html/kababi/assets/img/logo/logo3.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/logo/logo3.png	(from https://themesflat.com/html/kababi/home2.html)
14:53:26	43189/43189	---M--	200	added ('OK')	image/png	etag:%22a8b5-5ceabafaeb3e1%22	https://themesflat.com/html/kababi/assets/img/slider/icon2slider2.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/slider/icon2slider2.png	(from https://themesflat.com/html/kababi/home2.html)
14:53:27	45750/45750	---M--	200	added ('OK')	image/png	etag:%22b2b6-5ceabafc760c8%22	https://themesflat.com/html/kababi/assets/img/slider/icon3slider2.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/slider/icon3slider2.png	(from https://themesflat.com/html/kababi/home2.html)
14:53:27	46472/46472	---M--	200	added ('OK')	image/png	etag:%22b588-5ceabafca3f37%22	https://themesflat.com/html/kababi/assets/img/slider/icon4slider2.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/slider/icon4slider2.png	(from https://themesflat.com/html/kababi/home2.html)
14:53:27	46719/46719	---M--	200	added ('OK')	image/png	etag:%22b67f-5ceabafb0f9f4%22	https://themesflat.com/html/kababi/assets/img/slider/icon1slider2.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/slider/icon1slider2.png	(from https://themesflat.com/html/kababi/home2.html)
14:53:28	84343/84343	---M--	200	added ('OK')	image/png	etag:%2214977-5ceabb0020d80%22	https://themesflat.com/html/kababi/assets/img/slider/imgfood2sliderhome2.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/slider/imgfood2sliderhome2.png	(from https://themesflat.com/html/kababi/home2.html)
14:53:30	106137/106137	---M--	200	added ('OK')	image/jpeg	etag:%2219e99-5ceaba635b4cd%22	https://themesflat.com/html/kababi/assets/img/about-us/imgbg1home2.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/about-us/imgbg1home2.jpg	(from https://themesflat.com/html/kababi/home2.html)
14:53:31	86449/86449	---M--	200	added ('OK')	image/png	etag:%22151b1-5ceaba67781e2%22	https://themesflat.com/html/kababi/assets/img/about-us/img_signature.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/about-us/img_signature.png	(from https://themesflat.com/html/kababi/home2.html)
14:53:32	21606/21606	---M--	200	added ('OK')	image/png	etag:%225466-5ceaba670c32f%22	https://themesflat.com/html/kababi/assets/img/about-us/signature.png	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/about-us/signature.png	(from https://themesflat.com/html/kababi/home2.html)
14:53:33	186042/186042	---M--	200	added ('OK')	image/jpeg	etag:%222d6ba-5ceaba646918d%22	https://themesflat.com/html/kababi/assets/img/about-us/imgbg2home2.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/about-us/imgbg2home2.jpg	(from https://themesflat.com/html/kababi/home2.html)
14:53:34	189083/189083	---M--	200	added ('OK')	image/jpeg	etag:%222e29b-5ceabaa237260%22	https://themesflat.com/html/kababi/assets/img/flat-tab/img2tabhome02.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/flat-tab/img2tabhome02.jpg	(from https://themesflat.com/html/kababi/home2.html)
14:53:36	261434/261434	---M--	200	added ('OK')	image/jpeg	etag:%223fd3a-5ceabaa063950%22	https://themesflat.com/html/kababi/assets/img/flat-tab/img1tabhome02.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/flat-tab/img1tabhome02.jpg	(from https://themesflat.com/html/kababi/home2.html)
14:53:36	223502/223502	---M--	200	added ('OK')	image/jpeg	etag:%223690e-5ceabadb9425b%22	https://themesflat.com/html/kababi/assets/img/our-menu/img4bg-our-menu.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/our-menu/img4bg-our-menu.jpg	(from https://themesflat.com/html/kababi/home2.html)
14:53:37	120687/120687	---M--	200	added ('OK')	image/jpeg	etag:%221d76f-5ceabad965056%22	https://themesflat.com/html/kababi/assets/img/our-menu/img3bg-our-menu.jpg	D:/Saylani/Web%20Development/assignment4/project/food/themesflat.com/html/kababi/assets/img/our-menu/img3bg-our-menu.jpg	(from https://themesflat.com/html/kababi/home2.html)
